SITE_ID,VISIT_NO,DATE_COL,LON_DD,LAT_DD,E_I,RT
NLA06608-0693,1,7/25/07,-119.5155897,37.14727752,0.034,0.06
NLA06608-0696,1,7/16/07,-97.4757382,34.94582155,0.149,0.15
NLA06608-0707,1,7/12/07,-99.41665043,46.89269882,0.865,0.51
NLA06608-0709,1,9/18/07,-81.68245579,28.86654374,0.962,0.73
NLA06608-0710,1,7/24/07,-70.65792119,41.76026908,0.121,0.42
NLA06608-0711,1,9/10/07,-93.11140261,30.75107327,0.124,0.27
NLA06608-0712,1,7/24/07,-97.62566712,32.02985585,0.101,0.15
NLA06608-0713,1,9/12/07,-120.0976296,39.40384918,0.176,1.24
NLA06608-0715,1,7/6/07,-105.3784913,40.21848571,0.026,0.72
NLA06608-0717,1,6/14/07,-75.53217241,39.17533903,0.056,0.06
NLA06608-0718,1,7/18/07,-103.2176549,46.47746767,0.6,0.49
NLA06608-0720,1,6/26/07,-99.96360846,39.78368053,0.304,0.95
NLA06608-0721,1,7/5/07,-122.4056376,46.49728658,0.119,0.37
NLA06608-0723,1,8/18/07,-102.0383947,42.92255989,0.695,0.81
NLA06608-0724,1,8/13/07,-85.98220181,39.18947102,0.257,0.67
NLA06608-0726,1,8/14/07,-71.09335145,43.83495077,0.018,0.07
NLA06608-0727,1,6/23/07,-97.34187361,45.63873346,0.542,1.06
NLA06608-0731,1,8/7/07,-85.59855169,41.33744108,0.266,0.78
NLA06608-0733,1,6/27/07,-115.1266278,37.30165688,0.36,0.25
NLA06608-0734,1,7/24/07,-88.31643187,47.12976263,0.064,0.13
NLA06608-0738,1,8/16/07,-72.06616228,43.17765587,0.11,1.03
NLA06608-0743,1,6/26/07,-93.84703784,45.28365031,0.206,0.82
NLA06608-0744,1,7/18/07,-96.22952255,37.50728425,0.016,0.02
NLA06608-0749,1,7/17/07,-77.66963872,38.21777874,0.049,0.03
NLA06608-0751,1,7/25/07,-84.60955737,35.09506233,0.078,0.68
NLA06608-0753,1,7/19/07,-79.32038612,42.34421131,0.098,0.7
NLA06608-0754,1,7/2/07,-71.76889368,42.00008215,0.131,1.65
NLA06608-0755,1,6/20/07,-100.0637661,45.17198582,0.123,0.14
NLA06608-0756,1,6/25/07,-97.81889401,34.51995909,0.424,0.86
NLA06608-0759,1,8/7/07,-94.58564751,43.49635854,0.476,0.25
NLA06608-0761,1,9/6/07,-74.28597177,40.76263285,0.169,0.54
NLA06608-0762,1,8/16/07,-100.8270609,47.61486601,0.635,1.13
NLA06608-0764,1,6/26/07,-101.6522363,41.21443378,0.206,1.01
NLA06608-0765,1,6/5/07,-79.05296653,40.16155115,0.014,0.01
NLA06608-0766,1,7/18/07,-98.58682039,47.07388772,0.388,4.43
NLA06608-0769,1,7/24/07,-116.6021502,47.46561683,0.146,0.45
NLA06608-0770,1,5/8/07,-111.9196013,33.37648429,0.473,0.39
NLA06608-0771,1,8/13/07,-93.95778373,46.43678101,1.316,3.67
NLA06608-0775,1,7/25/07,-99.48680479,31.77844848,0.056,0.1
NLA06608-0779,1,7/31/07,-97.60321373,43.74155805,0.546,0.35
NLA06608-0781,1,7/26/07,-74.78073603,40.95244606,0.116,0.16
NLA06608-0782,1,7/31/07,-90.74589983,47.97490008,0.182,1.04
NLA06608-0783,1,8/14/07,-84.32400254,40.38121547,0.354,0.12
NLA06608-0785,1,9/12/07,-119.5708717,46.87138943,0.13,0.55
NLA06608-0792,1,8/16/07,-96.98715489,33.06586113,0.214,0.92
NLA06608-0793,1,6/18/07,-81.09987899,37.62556948,0.092,0.37
NLA06608-0794,1,6/9/07,-109.8067241,42.94295938,0.077,3.78
NLA06608-0797,1,6/28/07,-114.854418,39.46727638,0.074,0.08
NLA06608-0802,1,7/20/07,-71.92427314,42.7054837,0.084,0.13
NLA06608-0804,1,8/19/07,-87.66339204,37.06496556,0.202,0.34
NLA06608-0805,1,8/22/07,-73.4471959,41.89706027,0.167,0.44
NLA06608-0806,1,9/7/07,-72.33303748,44.32604728,0.1,0.32
NLA06608-0807,1,7/11/07,-97.67084235,45.4544983,0.658,2.35
NLA06608-0808,1,9/6/07,-94.20630504,37.80850252,0.402,0.46
NLA06608-0809,1,7/24/07,-110.0619092,34.27511413,0.324,1.16
NLA06608-0811,1,7/23/07,-84.93075504,41.58503646,0.244,1.2
NLA06608-0812,1,6/28/07,-90.60093891,31.89213905,0.511,0.93
NLA06608-0815,1,7/17/07,-84.29700265,32.07003639,0.013,0.01
NLA06608-0820,1,8/6/07,-85.58909082,36.04195569,0.033,0.01
NLA06608-0823,1,7/26/07,-92.42758598,45.50212807,0.329,3.98
NLA06608-0824,1,9/5/07,-96.42019136,36.70285935,0.227,0.81
NLA06608-0825,1,9/6/07,-113.5241332,37.65022613,0.171,0.44
NLA06608-0827,1,7/5/07,-105.1124639,39.99512558,0.399,1.42
NLA06608-0828,1,7/11/07,-90.35508478,33.14557832,0.404,0.41
NLA06608-0830,1,8/30/07,-99.4057224,47.3145341,0.565,0.21
NLA06608-0831,1,7/19/07,-82.68737992,35.06242308,0.007,0.25
NLA06608-0833,1,8/7/07,-113.79482,48.90066286,0.149,0.97
NLA06608-0834,1,6/1/07,-111.5104323,33.55658479,0.165,0.9
NLA06608-0836,1,8/29/07,-109.5195801,35.73708099,0.602,0.8
NLA06608-0837,1,7/19/07,-113.9237405,43.32535916,0.216,0.31
NLA06608-0842,1,8/1/07,-109.5385322,44.98259563,0.073,2.04
NLA06608-0843,1,7/18/07,-87.1410494,33.28828061,0.325,0.46
NLA06608-0846,1,8/28/07,-89.89123137,45.70558294,0.331,0.62
NLA06608-0847,1,8/30/07,-84.49692799,40.52821138,0.272,0.31
NLA06608-0849,1,7/31/07,-124.6325273,48.09040077,0.221,4.54
NLA06608-0850,1,8/7/07,-111.3907566,40.76400873,0.044,0.7
NLA06608-0851,1,6/5/07,-99.64100853,45.77329011,0.354,0.76
NLA06608-0856,1,6/19/07,-97.17112636,34.28490489,0.183,0.53
NLA06608-0857,1,6/22/07,-79.76105079,36.17652473,0.077,0.16
NLA06608-0859,1,7/5/07,-88.21979209,42.78877715,0.128,0.83
NLA06608-0860,1,7/19/07,-91.58457902,41.77555566,0.021,0.06
NLA06608-0862,1,8/8/07,-90.20943735,46.13959313,0.574,2.76
NLA06608-0863,1,7/2/07,-81.23795266,40.55157389,0.068,0.19
NLA06608-0864,1,6/25/07,-102.7554334,38.29933705,0.832,4.03
NLA06608-0865,1,9/12/07,-81.90969367,28.0262635,0.338,0.3
NLA06608-0868,1,8/18/07,-87.85835615,37.61578723,0.24,0.43
NLA06608-0869,1,8/9/07,-75.02535883,41.41393411,0.07,0.06
NLA06608-0870,1,8/9/07,-122.0463775,44.31668637,0,0.09
NLA06608-0871,1,7/12/07,-96.09372175,45.39184932,0.563,0.86
NLA06608-0872,1,6/21/07,-97.05592896,37.70523851,0.254,0.32
NLA06608-0873,1,6/20/07,-111.2309008,34.78754469,0.21,0.88
NLA06608-0874,1,8/30/07,-86.02363273,43.49984691,0.04,0.28
NLA06608-0875,1,9/14/07,-84.93952274,42.42600499,0.629,2.24
NLA06608-0877,1,9/13/07,-114.7186101,33.39339434,0.365,7.06
NLA06608-0878,1,8/1/07,-95.49202478,46.41279009,0.312,2.79
NLA06608-0880,1,7/17/07,-102.1976293,39.61349449,0.49,0.84
NLA06608-0881,1,7/30/07,-118.0456408,44.68029866,0.028,0.3
NLA06608-0885,1,7/11/07,-117.4401855,33.74732977,0.215,0.56
NLA06608-0889,1,7/11/07,-116.5205894,41.21839793,0.055,0.11
NLA06608-0890,1,7/30/07,-90.41206384,48.04237609,0.237,1.52
NLA06608-0891,1,8/18/07,-103.8250886,41.22739765,0.237,0.33
NLA06608-0893,1,6/28/07,-81.16283175,40.4600301,0.001,0.06
NLA06608-0895,1,7/9/07,-109.3628312,34.36024322,0.394,0.33
NLA06608-0899,1,6/20/07,-99.42139052,46.64962378,0.619,0.92
NLA06608-0900,1,6/18/07,-88.7625553,38.72322531,0.09,0.26
NLA06608-0904,1,7/31/07,-96.33164966,42.30712511,0.21,0.17
NLA06608-0905,1,6/21/07,-119.9011897,39.17160197,0.365,3.91
NLA06608-0906,1,6/12/07,-110.796597,43.64334502,0.005,0.85
NLA06608-0913,1,9/6/07,-69.22774755,46.36895187,0.368,0.65
NLA06608-0914,1,8/2/07,-67.69930253,44.7665922,0.276,1.69
NLA06608-0915,1,8/8/07,-96.23531854,47.5788475,0.517,0.53
NLA06608-0916,1,8/8/07,-105.1064368,38.79133283,0.045,0.33
NLA06608-0918,1,8/14/07,-70.35478251,45.63536489,0.022,0.27
NLA06608-0921,1,6/25/07,-78.57809968,35.95443189,0.118,0.27
NLA06608-0922,1,6/8/07,-106.7540577,44.46680722,0.15,3.06
NLA06608-0924,1,8/12/07,-100.5912717,42.53263874,0.248,0.2
NLA06608-0925,1,10/3/07,-114.4484101,36.11204382,0.163,0.56
NLA06608-0926,1,8/6/07,-91.03611959,46.27836202,0.401,6.11
NLA06608-0927,1,8/15/07,-109.6839624,40.19262068,0.226,1.15
NLA06608-0929,1,6/16/07,-113.2957121,46.17967552,0.112,0.78
NLA06608-0930,1,8/21/07,-71.50524998,43.53424744,0.149,2.61
NLA06608-0933,1,7/31/07,-118.1504274,43.92762751,0.02,0.08
NLA06608-0934,1,8/28/07,-122.0382458,43.73612725,0.297,10.38
NLA06608-0935,1,8/6/07,-93.4604842,44.6510154,0.52,2.53
NLA06608-0938,1,8/7/07,-86.2884379,43.23106073,0.04,0.37
NLA06608-0940,1,8/17/07,-103.5255076,41.95740591,0.139,0.18
NLA06608-0942,1,7/10/07,-94.60247265,47.07143625,0.32,4.56
NLA06608-0943,1,9/11/07,-84.26596921,34.80731121,0.055,0.47
NLA06608-0944,1,6/24/07,-108.0879027,48.20653603,0.301,0.43
NLA06608-0946,1,8/14/07,-72.19612696,41.83996337,0.281,0.3
NLA06608-0950,1,8/2/07,-108.1947009,43.16774073,0.229,1.76
NLA06608-0955,1,6/3/07,-105.2328863,41.17631286,0.05,0.67
NLA06608-0957,1,6/21/07,-80.56008707,39.30139975,0.157,0.51
NLA06608-0958,1,8/15/07,-93.39164891,47.5916096,0.278,0.96
NLA06608-0961,1,7/25/07,-116.6865573,47.48939455,0.142,0.49
NLA06608-0962,1,7/17/07,-111.7317,41.51816888,0.046,0.9
NLA06608-0967,1,7/30/07,-99.23771294,43.80089109,0.43,0.25
NLA06608-0968,1,8/1/07,-94.90058432,42.73174291,0.984,0.76
NLA06608-0970,1,6/10/07,-109.8706018,43.0004446,0.081,3.31
NLA06608-0971,1,7/26/07,-85.28406916,40.11693151,0.059,0.4
NLA06608-0972,1,7/9/07,-98.02578504,35.52857379,0.008,0.01
NLA06608-0974,1,7/16/07,-88.19188615,46.47568516,0.153,1.62
NLA06608-0979,1,5/30/07,-103.5206581,43.76802869,0.489,1.62
NLA06608-0980,1,7/12/07,-88.68475272,37.39564741,0.089,0.08
NLA06608-0982,1,8/14/07,-71.81133018,44.44651471,0.062,0.57
NLA06608-0984,1,9/26/07,-94.93952456,33.88536118,0.044,0.03
NLA06608-0986,1,7/18/07,-89.43472797,31.30046077,0.376,0.75
NLA06608-0987,1,7/30/07,-85.66354429,41.5778835,0.445,2.24
NLA06608-0989,1,7/31/07,-77.63605473,37.12269729,0.147,0.14
NLA06608-0990,1,7/30/07,-94.33981178,46.23667971,0.454,1.38
NLA06608-0993,1,9/20/07,-74.44475781,44.15403952,0.059,1.57
NLA06608-0994,1,8/23/07,-72.08861587,43.10063504,0.105,0.34
NLA06608-0996,1,6/26/07,-104.8975432,36.47751354,0.367,0.36
NLA06608-0997,1,8/3/07,-73.1843614,43.7347358,0.066,0.55
NLA06608-1001,1,6/15/07,-80.6282663,34.32056025,0.074,0.06
NLA06608-1002,1,6/28/07,-109.1837945,47.64355769,0.226,0.26
NLA06608-1003,1,7/23/07,-86.21029029,42.08118015,0.299,1.52
NLA06608-1005,1,7/19/07,-77.88158812,37.95715701,0.106,0.08
NLA06608-1006,1,6/19/07,-100.0594809,47.23309947,0.706,1.93
NLA06608-1007,1,8/2/07,-83.77648752,38.93435896,0.145,0.34
NLA06608-1008,1,7/12/07,-112.3069538,47.88008342,0.256,3.7
NLA06608-1010,1,8/9/07,-73.28915784,41.44985958,0.016,0.24
NLA06608-1012,1,10/17/07,-93.85323148,40.39202891,0.315,0.36
NLA06608-1014,1,9/13/07,-83.84598941,42.58198097,0.224,2.39
NLA06608-1015,1,8/14/07,-94.66049019,43.13964644,0.475,0.5
NLA06608-1016,1,7/23/07,-96.55655629,35.87344908,0.063,0.07
NLA06608-1018,1,8/2/07,-90.98970016,47.66725682,0.479,0.47
NLA06608-1022,1,7/10/07,-99.05940629,47.13645291,0.814,0.93
NLA06608-1024,1,8/7/07,-99.71392205,48.8960231,0.81,1.28
NLA06608-1034,1,8/16/07,-83.3105724,42.74496123,0.18,0.92
NLA06608-1035,1,8/14/07,-94.69023855,43.30580348,0.61,0.95
NLA06608-1036,1,6/14/07,-95.2899994,39.01484504,0.292,0.55
NLA06608-1037,1,9/5/07,-74.13720525,40.30650105,0.011,0.03
NLA06608-1038,1,8/3/07,-91.60874473,47.76285371,0.251,0.92
NLA06608-1039,1,8/28/07,-84.47502308,33.29231012,0.69,1.01
NLA06608-1041,1,8/16/07,-119.5926045,47.72869709,0.296,3.12
NLA06608-1044,1,7/10/07,-87.94670174,34.83840643,0.02,0.02
NLA06608-1045,1,8/29/07,-77.14037466,42.49353258,0.102,2.19
NLA06608-1047,1,6/26/07,-94.30727333,31.19359518,0.227,0.89
NLA06608-1052,1,6/27/07,-99.18240152,39.61456971,0.239,0.81
NLA06608-1055,1,7/24/07,-81.46928239,39.92081406,0.34,0.61
NLA06608-1056,1,9/27/07,-91.45201074,38.08837452,0.238,0.93
NLA06608-1057,1,8/14/07,-121.094003,47.26690206,0.018,0.31
NLA06608-1058,1,9/5/07,-122.2142097,42.36491565,0.322,5.15
NLA06608-1059,1,7/30/07,-88.41583313,44.00551584,0.151,0.46
NLA06608-1060,1,8/14/07,-88.83968274,37.66794161,0.501,0.35
NLA06608-1070,1,7/11/07,-97.23731774,46.09726783,0.45,1.24
NLA06608-1073,1,8/13/07,-117.2723703,45.22936379,0.054,1.66
NLA06608-1075,1,8/27/07,-89.47240376,45.35264891,0.87,1.66
NLA06608-1083,1,6/29/07,-104.5793379,39.99374059,0.17,0.72
NLA06608-1086,1,8/27/07,-100.0458254,47.34437749,0.853,1.12
NLA06608-1087,1,7/20/07,-82.33960673,35.05636423,0.271,0.31
NLA06608-1089,1,7/20/07,-114.4032969,47.92615582,0.409,3.41
NLA06608-1091,1,7/16/07,-99.56622833,46.64554759,0.575,1.51
NLA06608-1096,1,8/2/07,-98.6667271,42.80283231,0.041,0.04
NLA06608-1100,1,6/28/07,-94.76922848,39.03618262,0.306,1.12
NLA06608-1101,1,9/9/07,-74.46409963,41.16921419,0.292,0.52
NLA06608-1102,1,7/16/07,-91.80243774,48.04272711,0.328,3.35
NLA06608-1103,1,8/28/07,-83.14039964,40.20925528,0.131,0.67
NLA06608-1107,1,8/27/07,-99.03925508,45.8905697,0.638,0.34
NLA06608-1108,1,6/21/07,-88.46818961,39.3479549,0.126,0.38
NLA06608-1111,1,7/10/07,-96.29030059,44.43065201,0.421,0.41
NLA06608-1113,1,7/16/07,-81.29840323,35.79847217,0.044,0.25
NLA06608-1114,1,6/21/07,-88.61259404,30.47158625,0.058,0.29
NLA06608-1115,1,7/30/07,-87.52959736,41.63897307,0.164,0.4
NLA06608-1119,1,8/30/07,-109.6229151,40.75775549,0.037,0.18
NLA06608-1120,1,8/27/07,-90.79086629,37.14689417,0.045,0.11
NLA06608-1122,1,7/26/07,-71.89175564,42.25855906,0.102,0.13
NLA06608-1124,1,7/17/07,-104.6397618,36.60379676,0.214,1.46
NLA06608-1125,1,8/7/07,-73.45450471,41.93751914,0.101,0.43
NLA06608-1129,1,6/6/07,-111.2044517,34.53807855,0.115,0.69
NLA06608-1130,1,8/21/07,-85.20168529,42.61644253,0.004,0.02
NLA06608-1131,1,6/26/07,-85.0498935,41.67158213,0.166,2.26
NLA06608-1134,1,8/7/07,-95.6552124,46.97285023,0.798,2.86
NLA06608-1141,1,7/9/07,-118.1208238,34.55063761,0.159,3.5
NLA06608-1143,1,7/31/07,-92.16793858,45.72351557,0.004,0.01
NLA06608-1145,1,9/12/07,-75.86456997,40.1114616,0.249,0.54
NLA06608-1147,1,7/27/07,-104.9010317,40.48406381,0.157,6.23
NLA06608-1148,1,7/31/07,-101.8384538,42.14994307,0.763,0.66
NLA06608-1150,1,7/19/07,-92.1073,48.1652,0.411,0.92
NLA06608-1151,1,7/17/07,-109.4367421,34.03321325,0.07,0.16
NLA06608-1153,1,7/19/07,-113.9310021,48.57775125,0.024,1.4
NLA06608-1155,1,7/17/07,-99.63068806,47.07428203,0.867,1.45
NLA06608-1162,1,9/6/07,-83.92048752,44.43080897,0.215,1.93
NLA06608-1163,1,7/2/07,-86.33837152,40.91152674,0.323,2.22
NLA06608-1164,1,9/11/07,-96.55493352,35.20544322,0.107,0.3
NLA06608-1166,1,8/14/07,-89.61298609,46.00218518,0.636,8.04
NLA06608-1167,1,9/20/07,-84.32304093,42.12121846,0.203,2.12
NLA06608-1170,1,7/18/07,-111.3838226,41.18833129,0.121,2.23
NLA06608-1172,1,6/27/07,-86.21179967,39.27750349,0.106,0.35
NLA06608-1174,1,8/15/07,-70.66748588,45.33667139,0.069,1.04
NLA06608-1175,1,8/21/07,-94.33240543,45.00157961,0.594,1.12
NLA06608-1177,1,6/28/07,-79.04177704,35.03251939,0.023,0.02
NLA06608-1179,1,8/1/07,-88.12382987,42.28383032,0.431,0.32
NLA06608-1181,1,6/26/07,-78.52879549,35.81387892,0.14,0.08
NLA06608-1183,1,8/29/07,-110.7617077,40.67877769,0.144,1.7
NLA06608-1185,1,8/16/07,-82.77867302,27.84728979,0.326,0.22
NLA06608-1189,1,9/21/07,-74.67614714,41.70034673,0.136,0.71
NLA06608-1190,1,6/25/07,-123.3000758,44.08794072,0.062,0.17
NLA06608-1191,1,8/6/07,-97.8223278,30.00789769,0.044,0.03
NLA06608-1195,1,7/2/07,-86.47388358,41.41506353,0.204,0.88
NLA06608-1198,1,7/25/07,-95.84076097,46.41917873,0.426,2.5
NLA06608-1199,1,8/15/07,-84.96745506,39.60633701,0.102,0.51
NLA06608-1204,1,8/28/07,-93.11174318,34.44592488,0.161,1.15
NLA06608-1206,1,8/2/07,-86.80571961,46.04071508,0.32,0.47
NLA06608-1207,1,7/26/07,-92.56439548,45.31578279,0.107,0.51
NLA06608-1208,1,7/12/07,-97.16290101,38.75947482,0.346,0.48
NLA06608-1209,1,8/15/07,-75.52182529,41.09921102,0.07,0.14
NLA06608-1210,1,8/15/07,-101.5137215,47.86470218,0.875,0.77
NLA06608-1217,1,7/24/07,-117.3323799,48.27375687,0.119,0.06
NLA06608-1219,1,8/20/07,-99.45309149,47.0508466,0.829,0.75
NLA06608-1220,1,7/11/07,-88.31948013,35.67385009,0.172,0.16
NLA06608-1222,1,7/31/07,-70.3351834,41.65548495,0.347,1.03
NLA06608-1223,1,7/24/07,-93.46829619,43.37516208,0.82,0.76
NLA06608-1224,1,7/12/07,-96.10401913,33.16058732,0.553,1.18
NLA06608-1227,1,7/3/07,-86.00305553,40.49021653,0.32,1.2
NLA06608-1232,1,8/22/07,-91.00152146,39.29721636,0.663,2.63
NLA06608-1236,1,8/16/07,-105.1611962,35.55992713,0.424,0.62
NLA06608-1238,1,8/16/07,-70.52697713,44.04280484,0.181,2.46
NLA06608-1239,1,7/24/07,-94.95289584,45.23854717,0.76,0.91
NLA06608-1240,1,7/18/07,-96.50308213,34.52419902,0.13,0.32
NLA06608-1241,1,6/23/07,-79.31994397,36.11835531,0.099,0.22
NLA06608-1242,1,7/10/07,-87.97829791,43.80794846,0.593,2.19
NLA06608-1243,1,8/7/07,-85.4335164,41.49584791,0.072,0.36
NLA06608-1244,1,8/7/07,-100.4927777,42.56509972,0.629,0.73
NLA06608-1245,1,6/29/07,-77.102743,34.93328103,0.344,0.23
NLA06608-1255,1,8/15/07,-98.76204738,45.29000323,0.645,0.45
NLA06608-1256,1,7/17/07,-96.31123963,38.12541781,0.106,0.15
NLA06608-1258,1,8/22/07,-85.47563891,43.15032025,0.471,0.36
NLA06608-1259,1,6/21/07,-106.250251,41.37196888,0.005,0.27
NLA06608-1261,1,6/25/07,-115.1046656,38.38375695,0.272,0.13
NLA06608-1262,1,7/9/07,-94.32426564,46.56718218,0.202,0.37
NLA06608-1263,1,8/23/07,-84.64320588,38.79221156,0.183,0.46
NLA06608-1266,1,7/12/07,-119.9976109,42.11998183,0.97,0.88
NLA06608-1268,1,7/17/07,-92.46019565,41.47720752,0.228,0.5
NLA06608-1269,1,7/24/07,-121.5362609,38.50785067,0.356,1.35
NLA06608-1270,1,8/30/07,-109.3834683,43.35530141,0.013,0.14
NLA06608-1271,1,8/7/07,-95.17278405,43.4613315,0.564,0.55
NLA06608-1273,1,9/7/07,-74.25538694,40.93548087,0.083,0.08
NLA06608-1274,1,8/1/07,-90.34231242,47.91515143,0.298,1.65
NLA06608-1278,1,8/21/07,-98.89293534,48.01890447,0.509,2.22
NLA06608-1279,1,8/26/07,-106.8487839,36.03990354,0.106,0.26
NLA06608-1281,1,7/18/07,-116.1556177,48.13500634,0.26,1.58
NLA06608-1283,1,6/27/07,-93.27559075,45.88816389,0.186,0.52
NLA06608-1284,1,8/24/07,-107.4638244,36.82323361,0.094,1.59
NLA06608-1288,1,8/27/07,-94.00429471,33.7202532,0.052,0.15
NLA06608-1292,1,7/20/07,-95.7860147,39.00193733,0.182,0.68
NLA06608-1295,1,7/12/07,-107.2214132,33.15857155,0.434,0.1
NLA06608-1297,1,9/13/07,-119.6483226,46.69346715,0.294,0.49
NLA06608-1300,1,8/15/07,-104.225471,35.50355494,0.303,2.91
NLA06608-1303,1,8/8/07,-93.52895007,44.23115242,0.293,0.56
NLA06608-1312,1,9/27/07,-91.05983943,38.09909757,0.396,1.08
NLA06608-1316,1,8/17/07,-87.45542965,36.92159955,0.421,0.26
NLA06608-1319,1,8/7/07,-97.52639653,45.11768598,0.826,1.38
NLA06608-1321,1,8/1/07,-111.2808196,39.29458754,0.019,0.4
NLA06608-1323,1,6/26/07,-86.38310821,32.75598701,0.07,0.4
NLA06608-1326,1,8/6/07,-95.74771639,46.70133763,0.844,1.12
NLA06608-1329,1,8/8/07,-116.1697398,45.06812814,0.082,0.24
NLA06608-1332,1,8/21/07,-87.20570041,36.98625493,0.332,0.12
NLA06608-1333,1,9/24/07,-73.59007456,43.4546224,0.054,0.45
NLA06608-1334,1,7/31/07,-84.80370819,45.41454518,0.028,0.33
NLA06608-1336,1,9/19/07,-96.82324072,36.38727183,0.093,0.09
NLA06608-1338,1,6/27/07,-109.1798402,46.01155947,0.151,0.11
NLA06608-1339,1,8/30/07,-104.9523623,40.22292361,0.298,1
NLA06608-1342,1,7/17/07,-92.04084194,47.74255874,0.088,0.22
NLA06608-1344,1,7/10/07,-112.5192316,48.39247752,0.319,1.35
NLA06608-1346,1,7/12/07,-79.49911328,39.46919944,0.115,0.33
NLA06608-1347,1,6/28/07,-92.0010507,47.06936125,0.162,0.6
NLA06608-1348,1,8/8/07,-81.99701482,36.57979268,0.068,0.69
NLA06608-1349,1,8/23/07,-81.35534067,28.63214331,0.283,0.33
NLA06608-1354,1,7/28/07,-108.1327104,45.18177616,0.101,1.53
NLA06608-1355,1,7/3/07,-86.40554386,41.2045164,0.148,2.22
NLA06608-1356,1,8/13/07,-94.97046064,35.52043358,0.169,0.22
NLA06608-1358,1,8/28/07,-89.57932002,46.47136195,0.097,0.23
NLA06608-1359,1,7/31/07,-83.96549218,40.18853553,0.126,0.3
NLA06608-1360,1,8/19/07,-101.5543964,40.43031936,0.271,1.52
NLA06608-1364,1,6/20/07,-86.3816758,35.37133652,0.134,0.14
NLA06608-1365,1,8/21/07,-76.06888458,42.97430171,0.03,0.11
NLA06608-1367,1,8/14/07,-96.61488782,44.82453402,0.616,0.34
NLA06608-1368,1,9/18/07,-96.77580307,33.73044411,0.188,0.33
NLA06608-1369,1,6/21/07,-79.8531667,36.15830485,0.076,0.14
NLA06608-1370,1,8/31/07,-86.4262233,43.70497197,0.107,0.41
NLA06608-1372,1,9/17/07,-98.49130804,35.19858711,0.112,0.34
NLA06608-1375,1,9/4/07,-82.97903314,40.43821209,0.273,0.73
NLA06608-1376,1,9/26/07,-90.92375999,37.93823147,0.134,0.35
NLA06608-1377,1,7/22/07,-113.5499319,45.86796274,0.101,1.33
NLA06608-1380,1,7/18/07,-104.6630512,36.57446101,0.11,0.45
NLA06608-1383,1,8/22/07,-95.11805454,45.30107859,0.582,2.37
NLA06608-1387,1,7/20/07,-85.5734717,42.18668508,0.629,0.96
NLA06608-1389,1,8/7/07,-75.59661445,38.38038763,0.05,0.03
NLA06608-1390,1,7/19/07,-95.39655084,45.91676304,0.481,3.87
NLA06608-1391,1,9/5/07,-81.3860772,41.32867877,0.134,0.31
NLA06608-1396,1,6/21/07,-87.28855765,36.0828954,0.004,0.02
NLA06608-1397,1,7/10/07,-116.7467274,33.24145034,0.452,0.91
NLA06608-1398,1,8/17/07,-87.08228263,46.43163694,0.462,0.33
NLA06608-1401,1,7/11/07,-77.17855996,40.80373555,0.127,0.27
NLA06608-1403,1,7/2/07,-105.0337077,40.43327881,0.308,2.23
NLA06608-1413,1,7/11/07,-81.73898503,28.91616949,0.481,0.66
NLA06608-1414,1,8/28/07,-72.21921899,41.92400456,0.24,0.31
NLA06608-1417,1,7/31/07,-121.0935467,38.3383223,0.124,1.45
NLA06608-1420,1,9/18/07,-96.23064723,35.1386532,0.396,0.41
NLA06608-1421,1,7/17/07,-75.71879453,39.55390324,0.2,0.13
NLA06608-1425,1,8/7/07,-122.9725593,47.19204698,0.148,0.69
NLA06608-1426,1,7/23/07,-124.2460047,43.45220479,0.489,0.38
NLA06608-1432,1,6/19/07,-96.87937904,34.56754654,0.018,0.03
NLA06608-1434,1,8/1/07,-84.97760482,45.16506431,0.183,0.59
NLA06608-1435,1,8/1/07,-88.10342481,42.19692077,0.359,0.45
NLA06608-1436,1,6/21/07,-99.51438874,32.03729676,0.476,1.64
NLA06608-1439,1,7/17/07,-110.2260262,40.29789402,0.129,1.57
NLA06608-1445,1,7/18/07,-118.8521689,42.91835392,0.493,0.33
NLA06608-1446,1,8/29/07,-122.0175362,43.79630195,0.403,1.32
NLA06608-1447,1,7/18/07,-93.1265767,45.07363846,0.447,1.62
NLA06608-1450,1,7/24/07,-85.28224429,43.61999552,0.099,1.02
NLA06608-1454,1,7/25/07,-95.71390587,45.84991802,0.726,1.98
NLA06608-1455,1,8/13/07,-107.9174634,39.04408399,0.25,0.68
NLA06608-1460,1,7/26/07,-93.23879955,40.75747354,0.648,3.43
NLA06608-1461,1,9/26/07,-118.7415562,37.59934642,0.174,1.22
NLA06608-1462,1,8/20/07,-106.0071156,46.53835681,0.893,0.39
NLA06608-1465,1,8/21/07,-75.58090694,40.87358233,0.021,0.21
NLA06608-1469,1,7/10/07,-81.89267614,33.29943972,0.288,0.16
NLA06608-1473,1,7/22/07,-116.8933801,47.89085231,0.066,1.51
NLA06608-1476,1,6/14/07,-105.0447684,39.74858029,0.292,0.23
NLA06608-1481,1,8/14/07,-121.1629233,40.4943852,0.232,3.71
NLA06608-1482,1,7/24/07,-83.65565657,30.96113096,0.596,0.27
NLA06608-1483,1,7/25/07,-105.7469295,40.05555836,0.02,0.46
NLA06608-1484,1,8/26/07,-93.63792628,35.56344263,0.034,0.18
NLA06608-1487,1,8/20/07,-83.58492288,42.21592161,0.099,0.49
